NodeID,Nodename,degree_centrality
0,chainer/functions/__init__.py,0.5485
1,chainer/utils/__init__.py,0.5264
2,chainer/backend.py,0.3965
3,chainer/backends/cuda.py,0.3568
4,chainer/backends/__init__.py,0.3458
5,chainer/function_node.py,0.3436
6,chainer/utils/type_check.py,0.3414
7,chainer/variable.py,0.2709
8,chainer/__init__.py,0.2379
9,chainer/link.py,0.1454
10,chainer/links/__init__.py,0.1233
11,chainer/utils/argument.py,0.1057
12,chainer/warnings.py,0.0969
13,chainer/functions/math/sum.py,0.0947
14,chainer/configuration.py,0.0947
15,chainer/types.py,0.0925
16,chainer/functions/array/__init__.py,0.0881
17,chainer/functions/math/__init__.py,0.0859
18,chainer/functions/math/exponential.py,0.0859
19,chainer/function.py,0.0837
20,chainer/initializers/__init__.py,0.0837
21,chainer/links/model/vision/googlenet.py,0.0837
22,chainer/backends/intel64.py,0.0815
23,chainer/functions/array/broadcast.py,0.0793
24,chainer/links/model/vision/resnet.py,0.0793
25,chainer/links/model/vision/vgg.py,0.0749
26,chainer/links/caffe/caffe_function.py,0.0727
27,chainer/dataset/__init__.py,0.0683
28,chainer/functions/array/reshape.py,0.0551
29,chainer/functions/rnn/n_step_rnn.py,0.0551
30,chainer/optimizer.py,0.0551
31,chainer/distributions/multivariate_normal.py,0.0529
32,chainer/functions/activation/__init__.py,0.0529
33,chainer/training/extension.py,0.0529
34,chainer/functions/array/split_axis.py,0.0529
35,chainer/backends/_chainerx.py,0.0507
36,chainer/functions/math/matmul.py,0.0507
37,chainer/distribution.py,0.0485
38,chainer/functions/array/concat.py,0.0485
39,chainer/links/connection/linear.py,0.0485
40,chainer/links/connection/__init__.py,0.0463
41,chainer/utils/array.py,0.0463
42,chainer/training/extensions/__init__.py,0.0463
43,chainer/functions/connection/convolution_2d.py,0.0463
44,chainer/functions/pooling/max_pooling_nd.py,0.0463
45,chainer/links/connection/convolution_2d.py,0.0463
46,chainer/utils/cache.py,0.0441
47,chainer/distributions/__init__.py,0.0441
48,chainer/functions/array/copy.py,0.0419
49,chainer/functions/math/basic_math.py,0.0419
50,chainer/training/extensions/evaluator.py,0.0419
51,chainer/functions/connection/__init__.py,0.0419
52,chainer/functions/loss/negative_sampling.py,0.0419
53,chainer/functions/connection/convolution_nd.py,0.0396
54,chainer/links/normalization/batch_normalization.py,0.0396
55,chainer/functions/normalization/batch_normalization.py,0.0396
56,chainer/functions/activation/sigmoid.py,0.0396
57,chainer/functions/array/where.py,0.0396
58,chainer/functions/connection/deconvolution_nd.py,0.0396
59,chainer/distributions/bernoulli.py,0.0396
60,chainer/device_resident.py,0.0396
61,chainer/reporter.py,0.0374
62,chainer/functions/activation/relu.py,0.0374
63,chainer/functions/rnn/n_step_gru.py,0.0374
64,chainer/functions/array/cast.py,0.0374
65,chainer/functions/rnn/n_step_lstm.py,0.0374
66,chainer/links/rnn/n_step_rnn.py,0.0374
67,chainer/distributions/uniform.py,0.0374
68,chainer/utils/conv.py,0.0374
69,chainer/links/rnn/zoneoutlstm.py,0.0374
70,chainer/functions/connection/deconvolution_2d.py,0.0374
71,chainer/functions/connection/linear.py,0.0352
72,chainer/backends/_cpu.py,0.0352
73,chainer/training/updaters/standard_updater.py,0.0352
74,chainer/links/rnn/lstm.py,0.0352
75,chainer/gradient_check.py,0.0352
76,chainer/distributions/gamma.py,0.0330
77,chainer/links/connection/inceptionbn.py,0.0330
78,chainer/links/connection/deconvolution_2d.py,0.0330
79,chainer/functions/pooling/__init__.py,0.0330
80,chainer/distributions/independent.py,0.0330
81,chainer/datasets/__init__.py,0.0330
82,chainer/functions/loss/black_out.py,0.0330
83,chainer/functions/pooling/average_pooling_2d.py,0.0330
84,chainer/distributions/normal.py,0.0308
85,chainer/functions/activation/softmax.py,0.0308
86,chainer/functions/loss/softmax_cross_entropy.py,0.0308
87,chainer/functions/noise/dropout.py,0.0308
88,chainer/distributions/exponential.py,0.0308
89,chainer/initializers/constant.py,0.0308
90,chainer/training/__init__.py,0.0308
91,chainer/initializer.py,0.0308
92,chainer/links/loss/hierarchical_softmax.py,0.0308
93,chainer/links/rnn/mgu.py,0.0308
94,chainer/functions/loss/crf1d.py,0.0308
95,chainer/optimizers/__init__.py,0.0286
96,chainer/distributions/categorical.py,0.0286
97,chainer/functions/connection/embed_id.py,0.0286
98,chainer/functions/math/digamma.py,0.0286
99,chainer/functions/pooling/average_pooling_nd.py,0.0286
100,chainer/serializers/npz.py,0.0286
101,chainer/distributions/dirichlet.py,0.0286
102,chainer/functions/activation/tanh.py,0.0286
103,chainer/dataset/convert.py,0.0286
104,chainer/links/rnn/tree_lstm.py,0.0286
105,chainer/functions/math/lgamma.py,0.0286
106,chainer/distributions/beta.py,0.0286
107,chainer/testing/__init__.py,0.0286
108,chainer/links/rnn/peephole.py,0.0286
109,chainer/distributions/chisquare.py,0.0264
110,chainer/testing/function_link.py,0.0264
111,chainer/utils/conv_nd.py,0.0264
112,chainer/training/extensions/variable_statistics_plot.py,0.0264
113,chainer/distributions/cauchy.py,0.0264
114,chainer/utils/nondeterministic.py,0.0264
115,chainer/functions/rnn/lstm.py,0.0264
116,chainer/_backprop.py,0.0264
117,chainer/distributions/pareto.py,0.0264
118,chainer/initializers/normal.py,0.0264
119,chainer/dataset/tabular/tabular_dataset.py,0.0264
120,chainer/functions/math/average.py,0.0264
121,chainer/dataset/download.py,0.0264
122,chainer/links/loss/crf1d.py,0.0264
123,chainer/functions/normalization/group_normalization.py,0.0264
124,chainer/links/connection/inception.py,0.0264
125,chainer/functions/activation/log_softmax.py,0.0264
126,chainer/training/util.py,0.0264
127,chainer/functions/array/expand_dims.py,0.0264
128,chainer/functions/activation/swish.py,0.0242
129,chainer/links/connection/deconvolution_nd.py,0.0242
130,chainer/links/rnn/gru.py,0.0242
131,chainer/testing/unary_math_function_test.py,0.0242
132,chainer/distributions/laplace.py,0.0242
133,chainer/distributions/gumbel.py,0.0242
134,chainer/functions/loss/contrastive.py,0.0242
135,chainer/functions/array/stack.py,0.0242
136,chainer/links/connection/convolution_nd.py,0.0242
137,chainer/distributions/one_hot_categorical.py,0.0242
138,chainer/links/connection/depthwise_convolution_2d.py,0.0242
139,chainer/distributions/poisson.py,0.0242
140,chainer/functions/normalization/batch_renormalization.py,0.0242
141,chainer/distributions/log_normal.py,0.0242
142,chainer/functions/noise/simplified_dropconnect.py,0.0242
143,chainer/functions/math/inv.py,0.0242
144,chainer/serializers/__init__.py,0.0220
145,chainer/functions/pooling/unpooling_2d.py,0.0220
146,chainer/functions/connection/local_convolution_2d.py,0.0220
147,chainer/links/activation/simplified_dropconnect.py,0.0220
148,chainer/serializer.py,0.0220
149,chainer/functions/activation/prelu.py,0.0220
150,chainer/functions/array/scatter_add.py,0.0220
151,chainer/training/updaters/multiprocess_parallel_updater.py,0.0220
152,chainer/functions/math/logsumexp.py,0.0220
153,chainer/links/connection/deformable_convolution_2d.py,0.0220
154,chainer/functions/array/pad_sequence.py,0.0220
155,chainer/functions/connection/bilinear.py,0.0220
156,chainer/functions/math/maximum.py,0.0220
157,chainer/functions/math/sparse_matmul.py,0.0220
158,chainer/functions/math/sqrt.py,0.0220
159,chainer/functions/connection/deformable_convolution_2d_sampler.py,0.0220
160,chainer/_backend.py,0.0220
161,chainer/functions/array/select_item.py,0.0220
162,chainer/link_hooks/spectral_normalization.py,0.0220
163,chainer/functions/loss/discriminative_loss.py,0.0220
164,chainer/training/extensions/log_report.py,0.0220
165,chainer/distributions/geometric.py,0.0220
166,chainer/links/loss/negative_sampling.py,0.0220
167,chainer/functions/pooling/pooling_2d.py,0.0220
168,chainer/functions/pooling/pooling_nd.py,0.0220
169,chainer/functions/loss/ctc.py,0.0220
170,chainer/functions/array/permutate.py,0.0220
171,chainer/functions/pooling/roi_average_pooling_2d.py,0.0198
172,chainer/functions/math/einsum.py,0.0198
173,chainer/distributions/utils.py,0.0198
174,chainer/functions/math/logarithm_1p.py,0.0198
175,chainer/training/extensions/_snapshot.py,0.0198
